Subject Area,Mapping Name,Component Type,Component Name,Port Name,Data Type,Unused/Unconnected Mapping,Precision,Scale,Column Sequence No,Input,Output,Group Name,Variable,Lookup,Return Value,Group Filter Condition,Sort Key,Direction,Expression,Group By,Sequence,Master,Default Value,Target Load Plan,Description,Target Key Type,Target Not Null
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TRAN_PROC_TM,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_TRAN_PROC_TM,date/time,NO,29,9,,,YES,,,,,,,,"IIF(LTRIM(RTRIM(TRAN_PROC_TM)) != '', TO_DATE(TRAN_PROC_TM,'HH24:MI:SS'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TRAN_ACT_GUID_CD,string,NO,60,0,,YES,YES,,,,,,,,TRAN_ACT_GUID_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_REC_CRT_TS,date/time,NO,29,9,,,YES,,,,,,,,SESSSTARTTIME,,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_REC_MOD_USR_ID,string,NO,10,0,,,YES,,,,,,,,$$USERID,,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_GRO_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,DSBRS_GRO_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_TAX_WHLD_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,DSBRS_TAX_WHLD_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TAX_WHLD_JRSDICT_CD,decimal,NO,10,0,,YES,YES,,,,,,,,TAX_WHLD_JRSDICT_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_WHLD_SRC_CD,decimal,NO,10,0,,YES,YES,,,,,,,,DSBRS_WHLD_SRC_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,RPLC_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,RPLC_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_SURR_REQ_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,DSBRS_SURR_REQ_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_CST_BSIS_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,DSBRS_CST_BSIS_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_LST_ANNV_DT,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_POL_LST_ANNV_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(POL_LST_ANNV_DT) AND LTRIM(RTRIM(POL_LST_ANNV_DT)) != '', TO_DATE(POL_LST_ANNV_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_LN_PRNCPL_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_LN_PRNCPL_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_LN_INT_DUE_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_LN_INT_DUE_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_ADR_CHG_IND,decimal,NO,10,0,,YES,YES,,,,,,,,DSBRS_ADR_CHG_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_LN_LMT_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,DSBRS_LN_LMT_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_DSBRS_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,POL_DSBRS_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PARTY_TIN,string,NO,15,0,,YES,YES,,,,,,,,PARTY_TIN,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PARTY_TIN_TYP_CD,string,NO,1,0,,YES,YES,,,,,,,,PARTY_TIN_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PER_ORG_IND,string,NO,10,0,,YES,YES,,,,,,,,PER_ORG_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_JRSDICT_CD,decimal,NO,10,0,,YES,YES,,,,,,,,POL_JRSDICT_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_CUR_PD_TO_DT,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_POL_CUR_PD_TO_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(POL_CUR_PD_TO_DT) AND LTRIM(RTRIM(POL_CUR_PD_TO_DT)) != '', TO_DATE(POL_CUR_PD_TO_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,CUR_POL_STTS_CD,decimal,NO,10,0,,YES,YES,,,,,,,,CUR_POL_STTS_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,REL_ROLE_CD,decimal,NO,10,0,,YES,YES,,,,,,,,REL_ROLE_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_LN1_TXT,string,NO,35,0,,YES,YES,,,,,,,,PRIR_ADR_LN1_TXT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_LN2_TXT,string,NO,35,0,,YES,YES,,,,,,,,PRIR_ADR_LN2_TXT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_LN3_TXT,string,NO,35,0,,YES,YES,,,,,,,,PRIR_ADR_LN3_TXT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_LN4_TXT,string,NO,30,0,,YES,YES,,,,,,,,PRIR_ADR_LN4_TXT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_CITY_NM,string,NO,30,0,,YES,YES,,,,,,,,PRIR_ADR_CITY_NM,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_ST_CD,decimal,NO,10,0,,YES,YES,,,,,,,,PRIR_ADR_ST_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_ZIP_CD,string,NO,15,0,,YES,YES,,,,,,,,PRIR_ADR_ZIP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_ADR_CNTRY_CD,decimal,NO,10,0,,YES,YES,,,,,,,,PRIR_ADR_CNTRY_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_LN_INT_AMT,decimal,NO,6,2,,YES,YES,,,,,,,,POL_LN_INT_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_PY_DUE_DT,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_POL_PY_DUE_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(POL_PY_DUE_DT) AND LTRIM(RTRIM(POL_PY_DUE_DT)) != '', TO_DATE(POL_PY_DUE_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_CV_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_CV_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,RVRS_RSN_CD,decimal,NO,10,0,,YES,YES,,,,,,,,RVRS_RSN_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TAX_ST_CD,decimal,NO,12,2,,YES,YES,,,,,,,,TAX_ST_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DWI_TAX_WHLD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,DWI_TAX_WHLD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_TAX_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_TAX_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRI_WD_OPT_CD,string,NO,2,0,,YES,YES,,,,,,,,PRI_WD_OPT_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRI_OPT_WD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,PRI_OPT_WD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,SEC_WD_OPT_CD,string,NO,2,0,,YES,YES,,,,,,,,SEC_WD_OPT_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,SEC_WD_OPT_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,SEC_WD_OPT_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,WD_MTHD_TYP_CD,string,NO,2,0,,YES,YES,,,,,,,,WD_MTHD_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TIER_WD_OPT_CD,string,NO,2,0,,YES,YES,,,,,,,,TIER_WD_OPT_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TIER_WD_OPT_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,TIER_WD_OPT_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PREM_OFFSET_STTS_IND,decimal,NO,10,0,,YES,YES,,,,,,,,PREM_OFFSET_STTS_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,APO_STRT_DT,string,NO,29,0,,YES,YES,,,,,,,,APO_STRT_DT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_APO_STRT_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(APO_STRT_DT) AND LTRIM(RTRIM(APO_STRT_DT)) != '', TO_DATE(APO_STRT_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,APO_CLPS_DT,string,NO,29,0,,YES,YES,,,,,,,,APO_CLPS_DT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_APO_CLPS_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(APO_CLPS_DT) AND LTRIM(RTRIM(APO_CLPS_DT)) != '', TO_DATE(APO_CLPS_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_OWN_ADR_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,PRIR_OWN_ADR_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_OWN_ADR_CNTRY_TYP_CD,decimal,NO,10,0,,YES,YES,,,,,,,,PRIR_OWN_ADR_CNTRY_TYP_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,MEC_IND,string,NO,1,0,,YES,YES,,,,,,,,MEC_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,MEC_DT,string,NO,29,0,,YES,YES,,,,,,,,MEC_DT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_MEC_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(MEC_DT) AND LTRIM(RTRIM(MEC_DT)) != '', TO_DATE(MEC_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,G85_TERM_IND,string,NO,1,0,,YES,YES,,,,,,,,G85_TERM_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LST_ANNV_EFF_DT,string,NO,29,0,,YES,YES,,,,,,,,LST_ANNV_EFF_DT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_LST_ANNV_EFF_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(LST_ANNV_EFF_DT) AND LTRIM(RTRIM(LST_ANNV_EFF_DT)) != '', TO_DATE(LST_ANNV_EFF_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRIR_PD_TO_DT,string,NO,29,0,,YES,YES,,,,,,,,PRIR_PD_TO_DT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_PRIR_PD_TO_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(PRIR_PD_TO_DT) AND LTRIM(RTRIM(PRIR_PD_TO_DT)) != '', TO_DATE(PRIR_PD_TO_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_FEE_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_FEE_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_FEE_YTD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_FEE_YTD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,ANNLD_POL_FEE_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,ANNLD_POL_FEE_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_PY_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,POL_PY_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TAX_WHLD_CD,decimal,NO,10,0,,YES,YES,,,,,,,,TAX_WHLD_CD,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,ST_TAX_WHLD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,ST_TAX_WHLD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,FED_TAX_WHLD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,FED_TAX_WHLD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,OWN_PRIR_ST_NM,string,NO,35,0,,YES,YES,,,,,,,,OWN_PRIR_ST_NM,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,RSTMT_IND,string,NO,1,0,,YES,YES,,,,,,,,RSTMT_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DSBRS_IND,string,NO,1,0,,YES,YES,,,,,,,,DSBRS_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TRANS_TRIGGER,string,NO,50,0,,YES,YES,,,,,,,,TRANS_TRIGGER,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,FY_PREM_RFND_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,FY_PREM_RFND_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,RNEW_PREM_RFND_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,RNEW_PREM_RFND_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,OVDU_PREM_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,OVDU_PREM_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PRRT_ANNL_DIVD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,PRRT_ANNL_DIVD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TOT_RDC_DTH_BEN_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,TOT_RDC_DTH_BEN_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TOT_DISC_DED_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,TOT_DISC_DED_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,ASM_DTH_DT,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_ASM_DTH_DT,date/time,NO,29,9,,,YES,,,,,,,,"IIF(NOT ISNULL(ASM_DTH_DT) AND LTRIM(RTRIM(ASM_DTH_DT)) != '', TO_DATE(ASM_DTH_DT,'YYYY-MM-DD'), NULL)",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TRAN_FEE_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,TRAN_FEE_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,DWI_BAL_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,DWI_BAL_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PREM_CHG_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,PREM_CHG_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PREM_CHG_IND,decimal,NO,10,0,,YES,YES,,,,,,,,PREM_CHG_IND,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,PREM_LOAD_CHRG_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,PREM_LOAD_CHRG_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LN_COLLAT_INT_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,LN_COLLAT_INT_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,NXT_MO_ANNV_DT,string,NO,29,0,,YES,,,,,,,,,,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,o_NXT_MO_ANNV_DT,date/time,NO,29,9,,,YES,,,,,,,,"TO_DATE(NXT_MO_ANNV_DT,'YYYY-MM-DD')",,,,ERROR('transformation error'),,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,TOT_UNLD_FND_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,TOT_UNLD_FND_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,SURR_CHRG_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,SURR_CHRG_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,ENHNC_SURR_VAL_DIF_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,ENHNC_SURR_VAL_DIF_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LN_PRNCPL,decimal,NO,12,2,,YES,YES,,,,,,,,LN_PRNCPL,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LN_COLLAT_LN_BAL_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,LN_COLLAT_LN_BAL_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LN_FULL_SURR_CHG_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,LN_FULL_SURR_CHG_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,POL_DUR_NUM,string,NO,3,0,,YES,YES,,,,,,,,POL_DUR_NUM,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,ST_PREM_TAX_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,ST_PREM_TAX_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,FED_TAX_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,FED_TAX_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,SL_LOAD_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,SL_LOAD_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,WHLD_FEE_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,WHLD_FEE_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,COI_RFND_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,COI_RFND_AMT,,,,,,,,
MetLife_p2_IB_OPAS_UDX,m_load_ods_all_accord,Expression,exp_convert_datatype_T_POL_TRAN_DSBRS,LPSE_PND_AMT,decimal,NO,12,2,,YES,YES,,,,,,,,LPSE_PND_AMT,,,,,,,,
